HT_link,AT_Link,Season,HT_Game_Penalty_Cards,AT_Game_Penalty_Cards
norwich-city-fc,everton-fc,2020,0,1
wolverhampton,afc-bournemouth,2020,3,3
liverpool,crystal-palace-fc,2020,0,0
burnley-fc,watford-fc,2020,1,0
southampton-fc,arsenal,2020,1,2
chelsea-fc,manchester-city-fc,2020,1,2
aston-villa-fc,wolverhampton,2020,1,1
watford-fc,southampton-fc,2020,3,0
crystal-palace-fc,burnley-fc,2020,1,1
brighton-amp-hov,manchester-united-fc,2020,0,1
arsenal,norwich-city-fc,2020,1,4
afc-bournemouth,newcastle-united-fc,2020,2,0
everton-fc,leicester-city-fc,2020,1,1
west-ham-united,chelsea-fc,2020,2,1
sheffield-united,tottenham-hotspur-fc,2020,2,0
manchester-city-fc,liverpool,2020,2,2
norwich-city-fc,brighton-amp-hov,2020,2,2
leicester-city-fc,crystal-palace-fc,2020,2,1
manchester-united-fc,afc-bournemouth,2020,0,1
wolverhampton,arsenal,2020,2,4
chelsea-fc,watford-fc,2020,0,2
burnley-fc,sheffield-united,2020,0,0
newcastle-united-fc,west-ham-united,2020,1,0
liverpool,aston-villa-fc,2020,1,1
southampton-fc,manchester-city-fc,2020,1,2
tottenham-hotspur-fc,everton-fc,2020,3,2
crystal-palace-fc,chelsea-fc,2020,1,0
watford-fc,norwich-city-fc,2020,2,4
arsenal,leicester-city-fc,2020,2,0
manchester-city-fc,newcastle-united-fc,2020,0,0
sheffield-united,wolverhampton,2020,2,0
west-ham-united,burnley-fc,2020,1,1
brighton-amp-hov,liverpool,2020,1,4
afc-bournemouth,tottenham-hotspur-fc,2020,3,2
everton-fc,southampton-fc,2020,3,3
aston-villa-fc,manchester-united-fc,2020,2,3
norwich-city-fc,west-ham-united,2020,1,0
watford-fc,newcastle-united-fc,2020,1,4
liverpool,burnley-fc,2020,1,2
sheffield-united,chelsea-fc,2020,1,0
brighton-amp-hov,manchester-city-fc,2020,1,0
wolverhampton,everton-fc,2020,0,2
aston-villa-fc,crystal-palace-fc,2020,2,5
tottenham-hotspur-fc,arsenal,2020,5,3
afc-bournemouth,leicester-city-fc,2020,2,2
manchester-united-fc,southampton-fc,2020,1,3
chelsea-fc,norwich-city-fc,2020,2,2
burnley-fc,wolverhampton,2020,0,0
manchester-city-fc,afc-bournemouth,2020,1,1
newcastle-united-fc,tottenham-hotspur-fc,2020,2,3
arsenal,liverpool,2020,3,1
everton-fc,aston-villa-fc,2020,2,1
leicester-city-fc,sheffield-united,2020,1,2
crystal-palace-fc,manchester-united-fc,2020,1,2
southampton-fc,brighton-amp-hov,2020,1,0
west-ham-united,watford-fc,2020,0,2
norwich-city-fc,burnley-fc,2020,2,0
afc-bournemouth,southampton-fc,2020,2,2
tottenham-hotspur-fc,leicester-city-fc,2020,2,1
brighton-amp-hov,newcastle-united-fc,2020,4,2
sheffield-united,everton-fc,2020,1,3
wolverhampton,crystal-palace-fc,2020,2,1
watford-fc,manchester-city-fc,2020,2,0
aston-villa-fc,arsenal,2020,2,4
manchester-united-fc,west-ham-united,2020,3,1
liverpool,chelsea-fc,2020,1,0
arsenal,watford-fc,2020,3,3
burnley-fc,brighton-amp-hov,2020,3,0
chelsea-fc,wolverhampton,2020,2,3
crystal-palace-fc,tottenham-hotspur-fc,2020,3,2
everton-fc,afc-bournemouth,2020,1,0
leicester-city-fc,manchester-united-fc,2020,2,5
manchester-city-fc,norwich-city-fc,2020,1,1
newcastle-united-fc,liverpool,2020,1,0
southampton-fc,sheffield-united,2020,0,1
west-ham-united,aston-villa-fc,2020,2,1
sc-olhanense,estoril,2013,4,4
rio-ave,maritimo,2013,1,3
benfica,sporting-braga,2013,3,4
nacional,vitoria-setubal,2013,2,3
pacos-ferreira,moreirense-fc,2013,2,2
gil-vicente,fc-porto,2013,3,3
vitoria-guimaraes,sporting-lisbon,2013,4,5
beira-mar,academica,2013,5,4
academica,sc-olhanense,2013,4,3
sporting-braga,beira-mar,2013,2,2
fc-porto,vitoria-guimaraes,2013,0,2
moreirense-fc,nacional,2013,1,3
estoril,pacos-ferreira,2013,1,2
maritimo,gil-vicente,2013,0,5
vitoria-setubal,benfica,2013,3,1
sporting-lisbon,rio-ave,2013,4,2
vitoria-guimaraes,estoril,2013,3,4
sc-olhanense,fc-porto,2013,2,1
beira-mar,moreirense-fc,2013,3,4
gil-vicente,vitoria-setubal,2013,3,3
rio-ave,academica,2013,1,0
pacos-ferreira,sporting-braga,2013,2,0
benfica,nacional,2013,0,1
maritimo,sporting-lisbon,2013,2,2
moreirense-fc,vitoria-guimaraes,2013,4,4
fc-porto,beira-mar,2013,1,1
vitoria-setubal,sc-olhanense,2013,2,2
nacional,pacos-ferreira,2013,3,3
sporting-braga,rio-ave,2013,3,3
academica,benfica,2013,4,3
estoril,maritimo,2013,4,5
sporting-lisbon,gil-vicente,2013,4,4
pacos-ferreira,benfica,2013,1,3
vitoria-guimaraes,sporting-braga,2013,2,2
sporting-lisbon,estoril,2013,2,4
rio-ave,fc-porto,2013,3,1
beira-mar,vitoria-setubal,2013,3,3
sc-olhanense,nacional,2013,3,5
gil-vicente,moreirense-fc,2013,2,2
maritimo,academica,2013,2,3
benfica,beira-mar,2013,1,0
vitoria-setubal,pacos-ferreira,2013,1,5
nacional,gil-vicente,2013,2,5
sporting-braga,sc-olhanense,2013,3,5
estoril,rio-ave,2013,5,3
academica,vitoria-guimaraes,2013,5,1
fc-porto,sporting-lisbon,2013,4,9
moreirense-fc,maritimo,2013,3,4
vitoria-guimaraes,vitoria-setubal,2013,4,4
beira-mar,pacos-ferreira,2013,0,1
sc-olhanense,moreirense-fc,2013,2,4
gil-vicente,benfica,2013,3,3
rio-ave,nacional,2013,5,3
maritimo,sporting-braga,2013,2,4
estoril,fc-porto,2013,0,1
sporting-lisbon,academica,2013,6,3
fc-porto,maritimo,2013,1,3
sporting-braga,gil-vicente,2013,3,4
benfica,vitoria-guimaraes,2013,1,2
nacional,beira-mar,2013,1,4
pacos-ferreira,sc-olhanense,2013,4,3
moreirense-fc,rio-ave,2013,2,1
academica,estoril,2013,4,1
vitoria-setubal,sporting-lisbon,2013,5,3
gil-vicente,pacos-ferreira,2013,0,0
vitoria-guimaraes,nacional,2013,4,4
estoril,moreirense-fc,2013,2,1
sc-olhanense,beira-mar,2013,4,3
fc-porto,academica,2013,1,2
rio-ave,benfica,2013,1,3
sporting-lisbon,sporting-braga,2013,5,4
maritimo,vitoria-setubal,2013,4,5
beira-mar,vitoria-guimaraes,2013,2,2
benfica,sc-olhanense,2013,0,1
vitoria-setubal,rio-ave,2013,4,3
nacional,estoril,2013,4,0
academica,gil-vicente,2013,0,4
sporting-braga,fc-porto,2013,4,3
moreirense-fc,sporting-lisbon,2013,1,2
pacos-ferreira,maritimo,2013,3,5
estoril,vitoria-setubal,2013,1,0
fc-porto,moreirense-fc,2013,2,2
rio-ave,pacos-ferreira,2013,4,2
maritimo,nacional,2013,2,5
gil-vicente,beira-mar,2013,2,3
vitoria-guimaraes,sc-olhanense,2013,3,3
academica,sporting-braga,2013,1,1
sporting-lisbon,benfica,2013,4,2
beira-mar,rio-ave,2013,5,4
sc-olhanense,gil-vicente,2013,1,4
nacional,sporting-lisbon,2013,2,2
benfica,maritimo,2013,3,5
moreirense-fc,academica,2013,2,5
sporting-braga,estoril,2013,3,2
pacos-ferreira,vitoria-guimaraes,2013,2,2
vitoria-setubal,fc-porto,2013,4,1
rio-ave,sc-olhanense,2013,4,4
gil-vicente,vitoria-guimaraes,2013,4,2
sporting-lisbon,pacos-ferreira,2013,0,4
academica,vitoria-setubal,2013,2,2
fc-porto,nacional,2013,1,3
maritimo,beira-mar,2013,2,3
sporting-braga,moreirense-fc,2013,4,3
estoril,benfica,2013,2,3
vitoria-guimaraes,maritimo,2013,4,5
nacional,sporting-braga,2013,4,3
vitoria-setubal,moreirense-fc,2013,3,4
pacos-ferreira,academica,2013,3,2
gil-vicente,rio-ave,2013,2,0
sc-olhanense,sporting-lisbon,2013,1,5
benfica,fc-porto,2013,3,1
beira-mar,estoril,2013,3,1
sporting-lisbon,beira-mar,2013,2,5
fc-porto,pacos-ferreira,2013,2,3
maritimo,sc-olhanense,2013,3,2
estoril,gil-vicente,2013,1,6
sporting-braga,vitoria-setubal,2013,4,0
rio-ave,vitoria-guimaraes,2013,3,5
academica,nacional,2013,4,4
moreirense-fc,benfica,2013,1,0
academica,beira-mar,2013,3,3
sporting-braga,benfica,2013,2,3
maritimo,rio-ave,2013,1,2
vitoria-setubal,nacional,2013,1,3
moreirense-fc,pacos-ferreira,2013,0,3
sporting-lisbon,vitoria-guimaraes,2013,1,4
estoril,sc-olhanense,2013,2,3
fc-porto,gil-vicente,2013,1,3
rio-ave,sporting-lisbon,2013,4,0
vitoria-guimaraes,fc-porto,2013,2,2
gil-vicente,maritimo,2013,7,2
sc-olhanense,academica,2013,1,4
nacional,moreirense-fc,2013,6,3
beira-mar,sporting-braga,2013,3,1
benfica,vitoria-setubal,2013,2,1
pacos-ferreira,estoril,2013,2,4
estoril,vitoria-guimaraes,2013,3,4
academica,rio-ave,2013,2,7
sporting-lisbon,maritimo,2013,1,6
moreirense-fc,beira-mar,2013,4,3
vitoria-setubal,gil-vicente,2013,3,1
nacional,benfica,2013,4,2
fc-porto,sc-olhanense,2013,1,5
sporting-braga,pacos-ferreira,2013,3,2
beira-mar,fc-porto,2013,2,2
gil-vicente,sporting-lisbon,2013,4,3
sc-olhanense,vitoria-setubal,2013,0,2
pacos-ferreira,nacional,2013,1,4
maritimo,estoril,2013,3,4
vitoria-guimaraes,moreirense-fc,2013,3,4
benfica,academica,2013,2,3
rio-ave,sporting-braga,2013,4,1
estoril,sporting-lisbon,2013,3,2
vitoria-setubal,beira-mar,2013,3,2
sporting-braga,vitoria-guimaraes,2013,2,1
fc-porto,rio-ave,2013,0,4
nacional,sc-olhanense,2013,0,2
moreirense-fc,gil-vicente,2013,1,0
benfica,pacos-ferreira,2013,2,0
academica,maritimo,2013,0,5
pacos-ferreira,vitoria-setubal,2013,3,3
sporting-lisbon,fc-porto,2013,4,3
gil-vicente,nacional,2013,1,5
rio-ave,estoril,2013,3,2
maritimo,moreirense-fc,2013,1,2
beira-mar,benfica,2013,4,1
vitoria-guimaraes,academica,2013,4,3
sc-olhanense,sporting-braga,2013,3,4
fc-porto,estoril,2013,0,0
sporting-braga,maritimo,2013,2,5
academica,sporting-lisbon,2013,3,2
nacional,rio-ave,2013,4,2
moreirense-fc,sc-olhanense,2013,2,2
pacos-ferreira,beira-mar,2013,4,3
benfica,gil-vicente,2013,0,1
vitoria-setubal,vitoria-guimaraes,2013,1,4
gil-vicente,sporting-braga,2013,3,2
sc-olhanense,pacos-ferreira,2013,2,4
sporting-lisbon,vitoria-setubal,2013,1,2
beira-mar,nacional,2013,1,2
estoril,academica,2013,3,3
rio-ave,moreirense-fc,2013,3,5
maritimo,fc-porto,2013,2,5
vitoria-guimaraes,benfica,2013,3,1
pacos-ferreira,gil-vicente,2013,2,5
vitoria-setubal,maritimo,2013,2,1
moreirense-fc,estoril,2013,5,2
beira-mar,sc-olhanense,2013,4,6
academica,fc-porto,2013,1,3
benfica,rio-ave,2013,5,4
nacional,vitoria-guimaraes,2013,1,3
sporting-braga,sporting-lisbon,2013,1,2
maritimo,pacos-ferreira,2013,2,3
sporting-lisbon,moreirense-fc,2013,1,4
estoril,nacional,2013,1,2
gil-vicente,academica,2013,3,2
rio-ave,vitoria-setubal,2013,6,3
vitoria-guimaraes,beira-mar,2013,3,3
sc-olhanense,benfica,2013,1,0
fc-porto,sporting-braga,2013,0,1
sporting-braga,academica,2013,0,2
pacos-ferreira,rio-ave,2013,4,3
moreirense-fc,fc-porto,2013,0,0
nacional,maritimo,2013,4,3
vitoria-setubal,estoril,2013,2,2
beira-mar,gil-vicente,2013,4,3
benfica,sporting-lisbon,2013,1,2
sc-olhanense,vitoria-guimaraes,2013,2,2
estoril,sporting-braga,2013,3,6
fc-porto,vitoria-setubal,2013,1,5
vitoria-guimaraes,pacos-ferreira,2013,3,1
rio-ave,beira-mar,2013,3,3
gil-vicente,sc-olhanense,2013,3,2
sporting-lisbon,nacional,2013,1,6
academica,moreirense-fc,2013,5,1
maritimo,benfica,2013,3,2
moreirense-fc,sporting-braga,2013,4,3
nacional,fc-porto,2013,2,4
sc-olhanense,rio-ave,2013,4,3
beira-mar,maritimo,2013,2,5
vitoria-setubal,academica,2013,2,3
vitoria-guimaraes,gil-vicente,2013,2,1
pacos-ferreira,sporting-lisbon,2013,3,2
benfica,estoril,2013,1,3
moreirense-fc,vitoria-setubal,2013,3,3
sporting-braga,nacional,2013,0,1
academica,pacos-ferreira,2013,2,1
estoril,beira-mar,2013,2,2
sporting-lisbon,sc-olhanense,2013,2,2
maritimo,vitoria-guimaraes,2013,4,1
rio-ave,gil-vicente,2013,3,3
fc-porto,benfica,2013,3,3
vitoria-guimaraes,rio-ave,2013,1,1
sc-olhanense,maritimo,2013,2,3
beira-mar,sporting-lisbon,2013,3,1
gil-vicente,estoril,2013,4,2
pacos-ferreira,fc-porto,2013,2,1
nacional,academica,2013,0,0
vitoria-setubal,sporting-braga,2013,1,1
benfica,moreirense-fc,2013,2,2
pacos-ferreira,sporting-braga,2014,2,0
estoril,nacional,2014,2,4
vitoria-guimaraes,sc-olhanense,2014,2,2
sporting-lisbon,arouca,2014,1,3
belenenses,rio-ave,2014,2,3
gil-vicente,academica,2014,4,3
maritimo,benfica,2014,1,4
vitoria-setubal,fc-porto,2014,5,3
sc-olhanense,pacos-ferreira,2014,5,2
academica,sporting-lisbon,2014,2,0
rio-ave,vitoria-setubal,2014,2,2
nacional,vitoria-guimaraes,2014,1,1
benfica,gil-vicente,2014,0,3
arouca,estoril,2014,5,3
fc-porto,maritimo,2014,3,5
sporting-braga,belenenses,2014,1,3
vitoria-guimaraes,vitoria-setubal,2014,3,1
sporting-lisbon,benfica,2014,3,3
arouca,rio-ave,2014,3,1
maritimo,sc-olhanense,2014,3,0
belenenses,nacional,2014,3,3
pacos-ferreira,fc-porto,2014,2,3
gil-vicente,sporting-braga,2014,8,2
estoril,academica,2014,1,4
rio-ave,vitoria-guimaraes,2014,4,2
benfica,pacos-ferreira,2014,1,4
fc-porto,gil-vicente,2014,2,1
academica,belenenses,2014,3,7
vitoria-setubal,maritimo,2014,2,2
nacional,arouca,2014,4,3
sc-olhanense,sporting-lisbon,2014,4,2
sporting-braga,estoril,2014,5,6
arouca,sporting-braga,2014,3,4
gil-vicente,sc-olhanense,2014,2,2
belenenses,maritimo,2014,1,4
sporting-lisbon,rio-ave,2014,3,2
nacional,academica,2014,1,1
vitoria-guimaraes,benfica,2014,4,4
estoril,fc-porto,2014,4,4
pacos-ferreira,vitoria-setubal,2014,3,4
fc-porto,vitoria-guimaraes,2014,4,2
academica,arouca,2014,3,5
rio-ave,nacional,2014,2,3
maritimo,pacos-ferreira,2014,2,1
sc-olhanense,estoril,2014,4,0
benfica,belenenses,2014,2,4
sporting-braga,sporting-lisbon,2014,1,3
vitoria-setubal,gil-vicente,2014,2,2
academica,rio-ave,2014,4,6
belenenses,sc-olhanense,2014,3,3
sporting-lisbon,vitoria-setubal,2014,0,1
gil-vicente,pacos-ferreira,2014,1,2
nacional,sporting-braga,2014,4,4
arouca,fc-porto,2014,2,3
estoril,benfica,2014,4,5
vitoria-guimaraes,maritimo,2014,3,5
sporting-braga,academica,2014,2,3
sc-olhanense,arouca,2014,4,5
rio-ave,gil-vicente,2014,4,3
vitoria-setubal,belenenses,2014,3,2
benfica,nacional,2014,0,2
fc-porto,sporting-lisbon,2014,2,2
maritimo,estoril,2014,6,2
pacos-ferreira,vitoria-guimaraes,2014,1,1
academica,benfica,2014,0,1
belenenses,fc-porto,2014,5,2
sporting-lisbon,maritimo,2014,2,6
arouca,pacos-ferreira,2014,1,6
nacional,sc-olhanense,2014,3,4
estoril,vitoria-setubal,2014,1,5
gil-vicente,vitoria-guimaraes,2014,6,3
sporting-braga,rio-ave,2014,0,7
benfica,sporting-braga,2014,1,1
fc-porto,nacional,2014,1,3
rio-ave,estoril,2014,4,3
vitoria-setubal,arouca,2014,2,2
maritimo,gil-vicente,2014,1,5
pacos-ferreira,belenenses,2014,1,2
vitoria-guimaraes,sporting-lisbon,2014,4,3
sc-olhanense,academica,2014,2,0
sporting-braga,sc-olhanense,2014,2,4
academica,fc-porto,2014,3,3
arouca,maritimo,2014,4,2
belenenses,gil-vicente,2014,2,0
nacional,vitoria-setubal,2014,1,3
rio-ave,benfica,2014,2,4
sporting-lisbon,pacos-ferreira,2014,1,4
estoril,vitoria-guimaraes,2014,1,4
benfica,arouca,2014,2,5
pacos-ferreira,estoril,2014,2,3
vitoria-guimaraes,belenenses,2014,0,1
fc-porto,sporting-braga,2014,3,1
maritimo,nacional,2014,3,3
sc-olhanense,rio-ave,2014,2,3
gil-vicente,sporting-lisbon,2014,3,4
vitoria-setubal,academica,2014,3,2
academica,maritimo,2014,4,4
sporting-braga,vitoria-setubal,2014,1,2
sporting-lisbon,belenenses,2014,0,4
arouca,vitoria-guimaraes,2014,3,3
sc-olhanense,benfica,2014,2,0
rio-ave,fc-porto,2014,1,2
nacional,pacos-ferreira,2014,3,4
estoril,gil-vicente,2014,1,1
maritimo,sporting-braga,2014,4,2
fc-porto,sc-olhanense,2014,0,1
vitoria-setubal,benfica,2014,4,1
pacos-ferreira,rio-ave,2014,1,1
vitoria-guimaraes,academica,2014,4,5
sporting-lisbon,nacional,2014,3,1
gil-vicente,arouca,2014,5,4
belenenses,estoril,2014,3,4
sporting-braga,vitoria-guimaraes,2014,3,3
rio-ave,maritimo,2014,4,2
estoril,sporting-lisbon,2014,1,3
arouca,belenenses,2014,3,5
academica,pacos-ferreira,2014,3,3
benfica,fc-porto,2014,2,4
sc-olhanense,vitoria-setubal,2014,3,1
nacional,gil-vicente,2014,1,6
sc-olhanense,vitoria-guimaraes,2014,2,4
arouca,sporting-lisbon,2014,2,3
rio-ave,belenenses,2014,8,5
academica,gil-vicente,2014,2,5
sporting-braga,pacos-ferreira,2014,3,2
benfica,maritimo,2014,1,1
fc-porto,vitoria-setubal,2014,1,4
nacional,estoril,2014,4,2
estoril,arouca,2014,4,6
maritimo,fc-porto,2014,1,3
vitoria-setubal,rio-ave,2014,3,4
gil-vicente,benfica,2014,4,4
belenenses,sporting-braga,2014,1,3
sporting-lisbon,academica,2014,3,4
vitoria-guimaraes,nacional,2014,2,2
pacos-ferreira,sc-olhanense,2014,5,3
nacional,belenenses,2014,0,1
vitoria-setubal,vitoria-guimaraes,2014,5,3
rio-ave,arouca,2014,0,5
sc-olhanense,maritimo,2014,3,4
fc-porto,pacos-ferreira,2014,2,3
sporting-braga,gil-vicente,2014,4,5
academica,estoril,2014,2,2
benfica,sporting-lisbon,2014,2,3
belenenses,academica,2014,2,3
sporting-lisbon,sc-olhanense,2014,3,2
maritimo,vitoria-setubal,2014,1,4
arouca,nacional,2014,2,3
vitoria-guimaraes,rio-ave,2014,5,6
pacos-ferreira,benfica,2014,4,5
gil-vicente,fc-porto,2014,3,4
estoril,sporting-braga,2014,0,0
academica,nacional,2014,2,3
sporting-braga,arouca,2014,4,3
rio-ave,sporting-lisbon,2014,2,5
sc-olhanense,gil-vicente,2014,5,5
vitoria-setubal,pacos-ferreira,2014,0,2
maritimo,belenenses,2014,5,4
fc-porto,estoril,2014,3,4
benfica,vitoria-guimaraes,2014,1,3
estoril,sc-olhanense,2014,0,2
sporting-lisbon,sporting-braga,2014,3,4
gil-vicente,vitoria-setubal,2014,4,5
pacos-ferreira,maritimo,2014,3,2
nacional,rio-ave,2014,2,4
belenenses,benfica,2014,5,1
vitoria-guimaraes,fc-porto,2014,4,5
arouca,academica,2014,2,6
rio-ave,academica,2014,3,1
sporting-braga,nacional,2014,1,3
sc-olhanense,belenenses,2014,2,4
pacos-ferreira,gil-vicente,2014,3,3
benfica,estoril,2014,2,2
vitoria-setubal,sporting-lisbon,2014,1,3
fc-porto,arouca,2014,2,1
maritimo,vitoria-guimaraes,2014,1,2
academica,sporting-braga,2014,2,4
gil-vicente,rio-ave,2014,5,5
estoril,maritimo,2014,3,3
vitoria-guimaraes,pacos-ferreira,2014,2,7
belenenses,vitoria-setubal,2014,1,5
arouca,sc-olhanense,2014,4,6
sporting-lisbon,fc-porto,2014,4,5
nacional,benfica,2014,5,3
rio-ave,sporting-braga,2014,3,3
vitoria-guimaraes,gil-vicente,2014,5,3
maritimo,sporting-lisbon,2014,3,6
sc-olhanense,nacional,2014,1,1
pacos-ferreira,arouca,2014,4,3
benfica,academica,2014,0,2
fc-porto,belenenses,2014,2,4
vitoria-setubal,estoril,2014,6,4
belenenses,pacos-ferreira,2014,1,2
sporting-lisbon,vitoria-guimaraes,2014,3,4
arouca,vitoria-setubal,2014,2,3
academica,sc-olhanense,2014,3,7
estoril,rio-ave,2014,3,3
gil-vicente,maritimo,2014,2,2
sporting-braga,benfica,2014,5,3
nacional,fc-porto,2014,6,4
vitoria-guimaraes,estoril,2014,4,2
sc-olhanense,sporting-braga,2014,6,3
pacos-ferreira,sporting-lisbon,2014,5,3
maritimo,arouca,2014,3,1
gil-vicente,belenenses,2014,1,0
vitoria-setubal,nacional,2014,1,8
fc-porto,academica,2014,1,2
benfica,rio-ave,2014,2,10
academica,vitoria-setubal,2014,3,4
nacional,maritimo,2014,3,5
belenenses,vitoria-guimaraes,2014,2,10
rio-ave,sc-olhanense,2014,1,5
sporting-lisbon,gil-vicente,2014,3,3
arouca,benfica,2014,2,1
sporting-braga,fc-porto,2014,1,1
estoril,pacos-ferreira,2014,1,2
vitoria-guimaraes,arouca,2014,1,5
maritimo,academica,2014,5,5
pacos-ferreira,nacional,2014,3,1
gil-vicente,estoril,2014,3,1
belenenses,sporting-lisbon,2014,4,3
benfica,sc-olhanense,2014,2,5
vitoria-setubal,sporting-braga,2014,0,1
fc-porto,rio-ave,2014,3,2
nacional,sporting-lisbon,2014,2,2
benfica,vitoria-setubal,2014,1,1
rio-ave,pacos-ferreira,2014,2,2
sc-olhanense,fc-porto,2014,2,0
arouca,gil-vicente,2014,9,2
academica,vitoria-guimaraes,2014,1,5
estoril,belenenses,2014,3,5
sporting-braga,maritimo,2014,5,3
belenenses,arouca,2014,2,3
pacos-ferreira,academica,2014,2,7
vitoria-setubal,sc-olhanense,2014,4,4
vitoria-guimaraes,sporting-braga,2014,3,3
fc-porto,benfica,2014,3,3
sporting-lisbon,estoril,2014,3,3
gil-vicente,nacional,2014,2,2
maritimo,rio-ave,2014,0,4
fc-porto,maritimo,2015,0,1
gil-vicente,vitoria-guimaraes,2015,2,2
academica,sporting-lisbon,2015,2,3
nacional,moreirense-fc,2015,0,3
rio-ave,vitoria-setubal,2015,1,6
penafiel,belenenses,2015,3,5
sporting-braga,boavista,2015,1,6
benfica,pacos-ferreira,2015,2,1
arouca,estoril,2015,2,2
vitoria-guimaraes,penafiel,2015,2,7
maritimo,academica,2015,1,2
pacos-ferreira,fc-porto,2015,6,5
sporting-lisbon,arouca,2015,4,6
belenenses,nacional,2015,3,5
estoril,rio-ave,2015,1,2
vitoria-setubal,gil-vicente,2015,3,3
boavista,benfica,2015,5,3
moreirense-fc,sporting-braga,2015,2,5
academica,vitoria-setubal,2015,0,0
belenenses,vitoria-guimaraes,2015,7,4
sporting-braga,estoril,2015,2,3
gil-vicente,maritimo,2015,4,7
penafiel,pacos-ferreira,2015,3,4
nacional,arouca,2015,3,3
fc-porto,moreirense-fc,2015,0,4
benfica,sporting-lisbon,2015,3,3
rio-ave,boavista,2015,2,4
vitoria-setubal,benfica,2015,4,3
moreirense-fc,rio-ave,2015,3,1
arouca,sporting-braga,2015,2,1
sporting-lisbon,belenenses,2015,5,3
boavista,academica,2015,3,2
maritimo,penafiel,2015,0,4
pacos-ferreira,gil-vicente,2015,2,8
vitoria-guimaraes,fc-porto,2015,4,5
estoril,nacional,2015,2,4
vitoria-guimaraes,pacos-ferreira,2015,3,8
penafiel,vitoria-setubal,2015,2,7
nacional,sporting-braga,2015,3,5
rio-ave,arouca,2015,6,6
belenenses,maritimo,2015,3,4
benfica,moreirense-fc,2015,1,5
gil-vicente,sporting-lisbon,2015,6,3
fc-porto,boavista,2015,1,7
academica,estoril,2015,3,2
sporting-lisbon,fc-porto,2015,4,2
estoril,benfica,2015,5,2
sporting-braga,rio-ave,2015,2,5
maritimo,vitoria-guimaraes,2015,5,2
boavista,gil-vicente,2015,1,1
arouca,academica,2015,2,7
moreirense-fc,penafiel,2015,0,0
vitoria-setubal,nacional,2015,0,3
pacos-ferreira,belenenses,2015,1,3
vitoria-guimaraes,boavista,2015,1,6
penafiel,sporting-lisbon,2015,1,4
gil-vicente,estoril,2015,3,3
pacos-ferreira,maritimo,2015,3,6
academica,moreirense-fc,2015,1,3
fc-porto,sporting-braga,2015,4,2
benfica,arouca,2015,2,4
nacional,rio-ave,2015,1,4
belenenses,vitoria-setubal,2015,3,5
vitoria-setubal,vitoria-guimaraes,2015,3,3
boavista,pacos-ferreira,2015,5,4
moreirense-fc,gil-vicente,2015,2,4
arouca,fc-porto,2015,4,2
nacional,academica,2015,4,3
estoril,belenenses,2015,3,2
sporting-lisbon,maritimo,2015,2,2
sporting-braga,benfica,2015,8,2
rio-ave,penafiel,2015,1,4
benfica,rio-ave,2015,2,3
penafiel,estoril,2015,3,5
vitoria-guimaraes,sporting-lisbon,2015,2,1
fc-porto,nacional,2015,3,3
gil-vicente,arouca,2015,4,3
pacos-ferreira,vitoria-setubal,2015,4,5
maritimo,moreirense-fc,2015,3,3
academica,sporting-braga,2015,3,4
belenenses,boavista,2015,3,3
arouca,vitoria-guimaraes,2015,2,2
sporting-braga,gil-vicente,2015,2,5
vitoria-setubal,maritimo,2015,3,2
nacional,benfica,2015,3,4
moreirense-fc,belenenses,2015,2,2
boavista,penafiel,2015,4,2
sporting-lisbon,pacos-ferreira,2015,5,7
estoril,fc-porto,2015,1,1
rio-ave,academica,2015,2,1
